lemma	date	identifier	context	indexes_target_sentence
modificado	2007	modern_corpus_spanish-226374-220	. Los diputados laboristas británicos al Parlamento Europeo hemos tenido que votar en contra del informe modificado por tener graves reservas respecto a la duplicación y complicación de la legislación, la disminución de los recursos asignados a Asia, y el uso de valores de referencia. El Parlamento ha adoptado una posición común a favor de unas reglas y unos procedimientos más sencillos, y no tiene ningún sentido que una normativa legal técnica sustituya a los documentos de estrategia nacional y los programas indicativos nacionales.	2:285
modificado	2007	modern_corpus_spanish-57428-467	Esperemos que su nueva Comisión no pierda ninguna buena ocasión más para hablar en nombre de los ciudadanos comunitarios. La principal preocupación que les mueve hoy, en el ámbito de la seguridad alimentaria y de los organismos modificados genéticamente, debe determinar la posición y las medidas cautelares del ejecutivo europeo. Sondeo tras sondeo, los consumidores de Europa reafirman y refuerzan su desconfianza y hostilidad común hacia los productos alimentarios genéticamente modificados y científicamente dudosos.	122:330
modificado	2007	modern_corpus_spanish-37461-779	Los agricultores que producen cultivos convencionales y ecológicos no podrán elegir y los consumidores no podrán elegir si los cultivos modificados genéticamente afectan a los cultivos convencionales y ecológicos. No hemos de permitir dejarnos llevar por un poderoso grupo de interés formado por un conjunto cada vez más limitado de grandes multinacionales que comercializan cultivos modificados genéticamente y que quieren controlar la agricultura y la producción de alimentos en contra de los deseos de los agricultores y los consumidores europeos que, en incontables sondeos de opinión, ya han expresado sus reservas e incluso temen a los organismos modificados genéticamente. Por tanto, celebro este informe de propia iniciativa del Parlamento, que es muy importante porque la propia Comisión estaba demorando este debate.	214:679
modificado	2007	modern_corpus_spanish-181288-621	Señor Presidente, deseo efectuar una explicación de voto oral porque lo que acaba de ocurrir, una vez más, no es muy afortunado para nuestro Parlamento. En efecto, consumidores, asociaciones, todas las personas que se preocupan por el medio ambiente, por la salud, por lo que puede ocurrir con organismos modificados genéticamente liberados en el medio ambiente, esperaban una señal enérgica del Parlamento Europeo. Una vez más, hemos cedido, simplemente, frente al lobby de los partidarios de los OMG, con el pretexto de que la ciencia va a ayudar a que el mundo sea mejor.	153:415
modificado	2007	modern_corpus_spanish-58035-138	Este informe está listo. Por tanto, al amparo de este artículo, modificado por los otros reglamentos, la Comisión de Asuntos Jurídicos se reunió anoche. En vista del elevado número de credenciales que debían verificarse y ante la falta de tiempo, dado que teníamos que procesarlas inmediatamente, se consideró apropiado que el presidente de la Comisión de Asuntos Jurídicos presentara este informe oral al Parlamento, que puede resumirse anunciado que en la reunión de ayer la Comisión de Asuntos Jurídicos verificó las credenciales de los 168 diputados.	25:152
modificado	2007	modern_corpus_spanish-725048-781	Cuando se los libera, sobreviven tan sólo lo suficiente para aparearse con hembras silvestres y transmitirles el gen que produce la proteína y que mata a sus crías antes de que lleguen a la madurez, con lo que, al cabo de pocas generaciones, la especie queda eliminada. Después de recibir las aprobaciones necesarias, Oxitec colaboró con científicos locales para liberar los mosquitos modificados en las islas Caimán y en la región de Juazeiro del Brasil. Según las relaciones publicadas de dichas liberaciones experimentales, ese método resultó muy eficaz, pues redujo la población de mosquitos infectados en un 80 por ciento en las islas Caimán y en un 90 por ciento en el Brasil.	270:455
modificado	2007	modern_corpus_spanish-185806-871	Señor Presidente, este informe expresa una postura positiva hacia la acuicultura, la cual apoyamos, dado que creemos que ésta siempre será un mero complemento del sector pesquero y no un sustituto del mismo. El informe sitúa la acuicultura en el contexto del desarrollo sostenible y el principio de cautela, lo cual requiere, en concreto, prestar plena atención a las cuestiones medioambientales y rechazar la producción de peces modificados genéticamente. Estamos de acuerdo con el argumento del ponente de mantener la ayuda conforme al IFOP y la participación de las principales partes implicadas, que se promueva la necesidad de investigación y que se cree un instrumento económico para prestar apoyo en posibles situaciones de crisis en el sector, como son los desastres naturales.	208:456
modificado	2007	modern_corpus_spanish-185841-1375	Vista la experiencia, queremos destacar la necesidad de aumentar la investigación, ya que no hay razón para basar este desarrollo en sistemas claramente deficientes Por lo tanto la investigación debe recibir fondos suficientes que le permitan responder a los importantes problemas que surgen en relación, por ejemplo, con el efecto sobre el medio ambiente, la reducción del uso de harinas de pescado en los alimentos, el desarrollo de menos especies carnívoras, la lucha contra las enfermedades, los riesgos genéticos planteados por los fugitivos para las poblaciones naturales y el desarrollo de nuevos productos. También apoyo al ponente en el rechazo de la introducción de peces modificados genéticamente en la Unión Europea. Los productos criados son distintos de los que son resultado de la pesca.	615:728
modificado	2007	modern_corpus_spanish-188029-463	En mi opinión, la solución propuesta durante la primera lectura era el mejor intento de llegar a una fórmula de compromiso que reconciliara los intereses de las partes ofendidas y de los editores. La Comisión, en su propuesta modificada, y el Consejo, en su Posición Común, rechazaron la inclusión en este reglamento de disposiciones relativas a la legislación que debe aplicarse en los casos de difamación. Sin embargo, como señala en su dictamen en primera lectura, la Comisión de Libertades Civiles, Justicia y Asuntos de Interior considera que este tema no debe ser excluido.	197:407
modificado	2007	modern_corpus_spanish-271847-218	• Cuestiones de seguridad a nivel público; • Reglamentación de los artículos o productos genéticamente modificados. La lista de cuestiones planteadas durante el FMB (véase el capítulo IV supra), aunque no necesariamente exhaustiva es amplia, y suscita también problemas importantes en lo que respecta a cuáles de ellas deben abordarse, cómo y en qué orden.	43:115
modo	1858	old_corpus_spanish-55902-164	Si no haces lo que te he dicho, Manolo, si no lo haces, te mueres, y pronto. De modo que ya sabes mi opinión. No vuelvas a consultarme.	77:109
modo	1858	old_corpus_spanish-578656-178	¿Sin duda es un tirano que se digna regir a los suyos con mano de hierro? De cualquier modo yo seré siempre su más fiel amiga, seré su sierva, su esclava, seré, si él lo desea, que a tanto debe llegar un afecto sincero, como la hoja que, entregada en alas de los vientos, les dice: ¡llevadme a donde queráis! Mi retrato, helo ahí; si no es del agrado del señor duque, lloraré toda mi vida, porque el cielo no me hizo más a su antojo… Pero el caballero de las botas azules, ¿será tan malo de contentar?	74:308
modo	1858	old_corpus_spanish-272877-295	En el cielo hay lugar placentero destinado a los valientes que han sucumbido peleando por Dios. Sor Teodora de Aransis se agitó hablando de este modo, y sus bellas facciones tenían el divino sello de la inspiración. Atendían a sus palabras con muestras de asentimiento Doña Josefina y la madre abadesa; pero la madre Montserrat, dirigiendo una mirada rencillosa a la audaz defensora de la fuerza, rumió estas palabras:	96:215
modo	1858	old_corpus_spanish-643427-505	«¡Pobrecillos… ángeles de Dios… niños de mi corazón!… —exclamé rompiendo a hablar aunque de una manera estropajosa—. Te juro que van a ser mis herederos… Para ellos, sí, todo lo que se salve del naufragio… Pero mira, tú; si se puede arreglar de otro modo, no admitas las ofertas de esos pedazos de mi alma…». —Eso lo veremos.	117:308
modo	1858	old_corpus_spanish-23945-478	Por más que ordenábamos al remero que nos llevara a tierra, se empeñaba el tunante en dar vueltas y más vueltas alrededor del lago. Corría velozmente la frágil embarcación, y la niña de la condesa parecía muy complacida de aquel extraño modo de pasear, porque aspiraba con delicia el aire que en nuestra carrera nos azotaba el rostro, y con sus manecitas agitaba el agua, salpicándola, cual si también remase. —Está Vd. pálido, Pipaón —me dijo la niña, acercándose a mí con mucho interés.	132:409
modo	1858	old_corpus_spanish-220466-1026	Poco a poco fui avanzando en mi convalecencia, y en pocos días me hallé ya con fuerzas suficientes para levantarme y dar algunos paseos por los grandes corredores de la casa, pues la vivienda del Gran Capitán tenía como único desahogo el largo pasillo, en cuya pared se abrían hasta veinte puertas numeradas, albergues de otras tantas familias. Peor que mi cuerpo se hallaba mi alma, llena de turbaciones, de sobresaltos y congojas, tan apenada por terribles recuerdos como por angustiosas presunciones, de tal modo que mi pensamiento corría a refugiarsealternativamente de lo pasado a lo futuro, buscando en vano un poco de paz. La muerte del cura de Aranjuez, sin dejar de formar en mi alma un gran vacío, me era menos sensible de lo que a primera vista pudiera parecer, porque conceptuándola yo como tránsito que había llevado un nuevo santo a las falanges del Paraíso, consideraba a mi amigo en su verdadero lugar, y no tan lejos de nosotros que pudiera desampararnos si le invocábamos.	345:629
modo	1858	old_corpus_spanish-619660-306	Ejercítate primero en la embajada que te he dado cerca de la González; proporcióname lo que necesito, y luego podrás hacer nuevas proezas. Tú harás de modo que se aficione de ti alguna persona de palacio: fingirás luego que estás cansado de mi servicio, yo haré el papel de que te despido, y tú entrarás al servicio de esa otra persona, con la que alguna vez hablarás mal de mí para que no sospeche la trama; entretanto, diligente observador de cuanto pase en el cuarto de tu nueva y aparente ama, lo contarás todo a la antigua y a la verdadera que seré siempre yo, tu bienhechora y tu Providencia. Ya me fue imposible oír con calma una tan descarada y cínica exposición de las intrigas en que era la condesa consumada maestra, y yo catecúmeno aún sin bautismo.	139:598
modo	1858	old_corpus_spanish-201523-384	—Eso mismo digo yo —repitió Aldama, que estaba resuelto a no desairar la botella mientras tuviera dentro alguna cosa. —Pues lo primero, señores —dijo Alfonso—, es constituirnos de cualquier modo que sea. Veremos si se encuentra un buen local donde podamos reunirnos en mayor número.	118:203
modo	1858	old_corpus_spanish-257129-164	Eran las causas de la Inquisición. El pueblo soberano estaba inventariando a su modo el archivo. Casi todos querían entrar para ver los terribles calabozos.	35:96
modo	1858	old_corpus_spanish-454692-182	No había más remedio que trabajar, y Juan Pablo empezó a buscarse la vida. Odiaba de tal modo las tiendas de tiradores de oro, que cuando pasaba por alguna, parecía que le entraba la jaqueca. Metiose en un negocio de pescado, uniéndose a cierto individuo que lo recibía en comisión para venderlo al por mayor por seretas de fresco y barriles de escabeche en la misma estación o en la plaza de la Cebada; pero en los primeros meses surgieron tales desavenencias con el socio, que Juan Pablo abandonó la pesca y se dedicó a viajante de comercio.	75:191
modo	1858	old_corpus_spanish-374631-362	Los primeros años de mi vida pasaron en un convento, donde me vi rodeada de Madres santas y cariñosas que me enseñaron el camino de la perfección. Mi juventud fue pasando de este modo en ocupaciones devotas. Hace quince años que estoy rezando sin cesar, y casi sin notarlo.	147:207
modo	1858	old_corpus_spanish-313044-888	Antes que ella me serené yo, y díjele lo que me parecía su plan: admirable como abstracción; oscuro en la práctica, como todo problema en que se cuenta con un factor desconocido. De la grandeza de alma de Demetria y de su poderosa iniciativa, no había duda; también podía contarse con mi leal colaboración para dar realidad a sus altos pensamientos; pero ¿qué adelantábamos si Santiago Ibero no parecía, o si, pareciendo, no quería de ningún modo prestarse a la combinación? ¿En qué se fundaba ella para creer que la huida del ángel negro no fuera irrevocable?	179:474
modo	1858	old_corpus_spanish-207676-456	Y para asegurarme más, pongo atención a los carros de la mañana, a los pregones de verduleras y ropavejeros, al afilador, al alcarreño de la miel, y por oírlo todo, oigo cuando echan el periódico por debajo de la puerta. —¿De modo que no has dormido la mañana? —preguntole su hermana con tierna solicitud, acariciándole—.	221:260
modo	1858	old_corpus_spanish-20249-1639	No puede asegurarse si en tiempos del citado Don Pedro, ó ya como sienten la mayor parte de los historiadores, algunos años despues de su muerte, y por mandato de su hijo D. Estéban Illan, se reparó gran parte del edificio, levantando en uno de sus estremos la elegante y fortísima torre en que tuvo lugar, poco despues de su edificacion un hecho histórico importante, en el que D. Estéban desempeñó un principal papel, razon por la que tampoco ha faltado quien creyera debido á este personaje la completa ereccion del templo. Entre estos últimos puede contarse al docto jesuita Mariana, el cual, ocupándose en su Historia general de España, de los disturbios que tuvieron lugar en toda Castilla durante la menor edad de D. Alfonso VIII, y al referir su desenlace, llevado á término en esta torre, se espresa de este modo: «D. Estéban de Illan, ciudadano principal de aquella ciudad, en la parte mas alta de ella, á sus espensas edificara la Iglesia de San Roman, y á ella pegada una torre que servia de ornato y fortaleza.	527:822
modo	1858	old_corpus_spanish-440087-356	Lo mismo era verle entrar, que se agravaban considerablemente los fenómenos de mi dolencia. Aumentaba el ruido, aquel pavor estúpido, y el estruendo de mi tímpano crecía de un modo desesperante. Raimundo y Severiano me entretenían mucho, este contándome realidades graciosas, aquel con los juegos malabares de su ingenio.	92:194
modo	1858	old_corpus_spanish-601240-532	Tal es la condición humana, que a veces el rasguño hecho al amor propio duele más que la puñalada asestada contra la honra. El marqués viudo la visitó dos días después, y su comedimiento, después de las audacias referidas, la cautivaba más, o si se quiere de otro modo más claro, su comedimiento tenía la virtud de hacer disculpable y aun amable la osadía pasada; que así se contradicen los corazones en su lógica de misterios. Poco a poco, con las visitas y el largo charlar de ellas, Isidora iba queriendo al viudo, y el viudo aficionándose tanto a ella, que llegó un punto en que hubo de sorprenderse y asustarse de la formalidad de su cariño.	124:427
modo	1858	old_corpus_spanish-632717-823	También es verdad que, séase estudio, séase que al cabo don Rafael se fue conformando con su suerte, pues no tenía humano remedio, desde aquella noche triste aparecieron su semblante menos hosco, sus palabras menos breves y sus maneras más fáciles, aunque continuaron las reuniones nocturnas con don Camilo, y aunque continuaron asimismo el examen de papeles y cuentas y el arreglo de libros. Esto, en cierto modo, tranquilizó a Celeste, que todas las mañanitas, según ya era costumbre, en compañía de sus hermanas y de su padre pasaba a casa de las beatas, en donde permanecía hasta la noche, esperando siempre que Dios acaso remediara las desgracias de aquel, y que, cuando todo turbio corriese y perdiera la tienda, podría emprender otro negocio, y ayudarle ella, y sacar más utilidad del trabajo de ambos reunidos. «La esperanza –decía Chateaubriand–, que nació con el hombre y le acompañó en los desiertos de la vida, no le desampara hasta la tumba, y aun allí se sienta sobre su losa.	393:818
modo	1858	old_corpus_spanish-656051-246	Él observaba las fachadas de las casas, como para orientarse; doblaba todas las esquinas que encontraba al paso. De este modo recorrió lentamente varias calles, y después de muchas idas y venidas, entró en la de Amaniel. Los chicos habían ido desertando poco a poco.	113:220
modo	1858	old_corpus_spanish-190768-482	Para esto era preciso un método especial que instintivamente puso en práctica desde los primeros días. Del examen de sí propio había sacado en limpio que la oración no afluía de su mente con facilidad y desahogo cuando la practicaba de un modo abstracto, porque mil ideas profanas, confundiéndose con la idea regida por la voluntad, la distraían y embarazaban. Viose, pues, obligado a sujetar el pensamiento por medio de la contemplación sensorial de la imagen o símbolo, de donde vino a deducir la importancia y utilidad del arte en la vida religiosa.	103:360
modo	1858	old_corpus_spanish-635493-422	Excuso decir que en las horas tristes de aquella larga convalecencia me acompañaban mis amigos y la familia de mi tío. Mi estado débil habíame llevado a aquel grado de impertinencia en el cual recibimos de un modo parcial y caprichoso las atenciones de nuestros íntimos; quiero decir que no todas las personas que iban a hacerme compañía me eran igualmente gratas. Sin saber por qué, algunas despertaban en mí vehementes antipatías que procuraba disimular.	119:364
modo	2007	modern_corpus_spanish-621599-410	Supuestamente, la iniciativa de la Unión Europea referida a Ucrania era un intento de dar esa respuesta. En esta jugada había mucho en juego para Europa, porque si Ucrania perdiera su independencia (del modo que fuese), la seguridad europea estaría en riesgo (un riesgo que se siente sobre todo en Polonia y los estados bálticos). El rechazo de Yanukóvich al acuerdo de asociación significa que la Unión Europea perdió la apuesta.	105:330
modo	2007	modern_corpus_spanish-278735-138	El Presidente hace uso de la palabra. La Comisión concluye de este modo su debate sobre el tema 162 del programa. Informe de la Comisión de las Naciones Unidas para el Derecho Mercantil Internacional sobre la labor realizada en su 34° período de sesiones	38:113
modo	2007	modern_corpus_spanish-738559-614	Pero en el largo plazo, es probable que reduzca el empleo en Estados Unidos, la participación de América del Norte en el mercado internacional de autos y la credibilidad de Estados Unidos en cuestiones de comercio internacional; todo ello, sin reducir el déficit de cuenta corriente de Estados Unidos. De modo que en general, hay buenos motivos para considerar que la renegociación de Trump ha sido sumamente perjudicial. Sobre todo, porque ahora otros gobiernos se preguntarán por qué negociar con un país que destruye arbitrariamente acuerdos previos.	302:421
modo	2007	modern_corpus_spanish-799452-212	No sabemos qué las causa. Y si podemos llegar al fondo y entender la genética, tendremos una ventana al modo de actuación de la enfermedad. Y una manera completamente nueva de ver las terapias y el tratamiento preventivo y todo lo demás. Así que ese es, como dije, el pequeño entretenimiento dentro de mi verdadero amor.	26:237
modo	2007	modern_corpus_spanish-74766-310	Debe aprobarse la Directiva sobre el trabajo temporal para combatir el trabajo eventual. Debe iniciarse un ambicioso programa de formación permanente de modo que el quinto pilar, esta quinta libertad fundamental, no esté reservada sólo a una élite, sino que permita a todas las personas desarrollar plenamente todo su potencial como trabajadores para que puedan adaptarse a los cambios económicos y los cambios del mercado laboral. Señor Presidente de la Comisión, éste es nuestro mensaje: use su poder de iniciativa para ayudar al Consejo a adoptar un ambicioso programa para crear una Europa social.	89:431
modo	2007	modern_corpus_spanish-710490-379	Solo hay un pequeño problema: literalmente, el mundo se está ahogando en datos. Para aprovechar toda la información que producimos involuntariamente, los planificadores deben mejorar los modos en que esta se capta, analiza y comparte entre el público y las diferentes esferas privadas. Si lo logramos, algunos de los mayores obstáculos a los que el mundo se enfrenta (desde la pobreza al cambio climático), podrían volverse un poco más manejables.	80:285
modo	2007	modern_corpus_spanish-45679-538	A este respecto, las preguntas planteadas por el presidente de la Comisión de Empleo y Asuntos Sociales refleja las inquietudes manifestadas por los propios profesores. Antes de contestar en detalle a las preguntas de su Señoría, me gustaría plantear cuatro puntos a modo de introducción. En primer lugar, la decisión se tomó con el fin de cumplir el principio de una sana gestión financiera.	169:288
modo	2007	modern_corpus_spanish-826566-252	En su lugar estaban entusiasmados con el yogurt, porque el yogurt era tan bueno como el brócoli. Salvo que, en realidad, el modo en el que la industria vendía yogurt era convirtiéndolo en algo mucho más parecido al helado. De manera similar, examinemos la barrita de cereales.	97:222
modo	2007	modern_corpus_spanish-568130-340	Pero para Putin, la amenaza de un ataque nuclear es una táctica perfectamente lógica. Dada la debilidad relativa del ejército ruso en términos convencionales, el único modo que tiene Putin de afirmar su autoridad internacional es reclamar para sí total libertad de acción en el espacio post-soviético y amenazar a Occidente con iniciar una guerra nuclear limitada (que está seguro de poder ganar) en caso de que interfiera con sus ambiciones imperiales. Esta estrategia le está rindiendo frutos.	86:453
modo	2007	modern_corpus_spanish-524163-948	En un mundo ideal, el dilema entre estabilidad y competencia se podría eliminar por medio de mecanismos de aseguramiento bien diseñados dependientes de los riesgos, procedimientos de liquidación y resolución creíbles, el uso de obligaciones convertibles contingentes y la imposición de requisitos de capital con mayores cargas para las instituciones con influencia sistémica. El problema es que la regulación difícilmente eliminará por completo las fallas del mercado, de modo que la tensión entre competencia y estabilidad se puede mitigar, pero no anular. Por ejemplo, la Comisión Bancaria Independiente del Reino Unido (ICB, por sus siglas en inglés) propuso mantener las actividades minoristas de las instituciones bancarias separadas de sus actividades de banca de inversión, por medio de la división de dichas entidades en secciones con capitalización independiente.	376:557
modo	2007	modern_corpus_spanish-417117-1378	"La pena prevista para esos delitos, en caso de que no se les aplique la del hadd (preceptiva según la Ley cherámica) o la del qisas (la ley del talión), consistirá en una pena de prisión, que tendrá una duración máxima de cinco años, o una multa. En el artículo 194 del mismo código se prevé la imposición de una pena de prisión, de un máximo de cinco años, o una multa a las personas que se enuncian a continuación: 1) a toda persona que divulgue opiniones que hagan burla o escarnio de la religión o de las creencias, observancias o doctrinas religiosas; 2) incite públicamente al desprecio contra un grupo confesional o promueva la idea de la superioridad de un grupo confesional, de modo que pueda producirse una alteración del orden público"". En el artículo 198, por su parte, se prevé la imposición de una pena de prisión, de un máximo de un año, o de una multa a quien maliciosamente difunda o haga pública información falsa dirigida a alterar el orden público o perjudicar el interés público."	247:747
modo	2007	modern_corpus_spanish-22629-480	Subraya las tareas que nos esperan para el próximo periodo desde la perspectiva de los ciudadanos. Como político y profesor, estoy de acuerdo en que es necesario mejorar las comunicaciones entre las instituciones de educación superior de modo que la nueva generación de juristas se encuentren ya en disposición de familiarizarse con la diversidad de la cultura judicial europea durante sus años en la universidad. Continuar perfeccionando el ámbito judicial redunda en beneficio de los Estados miembros.	99:413
modo	2007	modern_corpus_spanish-38320-103	"Ahora hemos aceptado una nueva prórroga. De este modo, si bien comparto los miedos de los Estados miembros que consideran que su población de animales de compañía es más propensa a determinadas enfermedades y entiendo que la prórroga propuesta debería complementarse de manera simultánea con los programas de vacunación financiados por la UE para eliminar la rabia del zorro en algunos Estados miembros, considero que no se debería volver a aplazar el tratamiento especial que disfrutan estos países. Todos sabemos que las medidas asimétricas y las excepciones u ""opt-outs"" no proporcionarán todas las ventajas posibles al mercado interno de este sector."	41:500
modo	2007	modern_corpus_spanish-759400-284	ZK: Por ejemplo, podría hacerse un reloj que envolviera la muñeca sin usar una hebilla. Yendo más lejos, si se tejen estas tiras juntas, al modo de una pequña cesta, podría fabricarse una hoja con retención de forma, y entonces podría ponerse en una tela y hacer un mantel de picnic que envuelva la mesa, de modo que en un día ventoso no salga volando. Para nuestra próxima innovación, es difícil observar las propiedades inesperadas por sí mismas porque es una tinta.	88:352
modo	2007	modern_corpus_spanish-672946-620	Pero a pesar de contar con una importante base y suponer costos administrativos reducidos, los impuestos especiales al consumo todavía equivalen a menos del 2% del PIB de los países de bajos ingresos, en vez del 3% aproximado en los países de altos ingresos. Los países en desarrollo también deben buscar el modo de compensar las consecuencias de la globalización. Por ejemplo, la movilidad del capital aumenta las oportunidades de evasión fiscal, ya que las autoridades impositivas no tienen el mismo grado de control sobre los ingresos que perciben sus ciudadanos en el extranjero, y existen países e instituciones financieras que se especializan en ocultar información relevante.	259:364
modo	2007	modern_corpus_spanish-902164-428	Y esto es la conversión de un grupo de sustancias en otro, ya sea mediante la producción o la absorción de energía. Y ésta es la manera en que los materiales vivos aprovechan al máximo sus recursos locales de un modo sustentable. Por lo tanto, estoy interesada en el uso de materiales metabólicos para la práctica de la arquitectura.	116:229
modo	2007	modern_corpus_spanish-894627-200	"Obviamente, éramos una familia de pastores, así es que teníamos que tener presente a Dios. De ese modo llegué a pensar que la madre eterna siempre se está preguntando: ""¿Estarán todos los niños en casa?"" Y si habíamos sido nobles ofreciendo cariño y generosidad, sentíamos que la justicia y la paz tendrían una oportunidad en el mundo."	91:203
modo	2007	modern_corpus_spanish-213026-744	Yo creo que, en este momento, lo que es importante es resaltar que conseguimos establecer, con este informe, un buen equilibrio entre las principales cuestiones, un amplio consenso, y que, en su conjunto, el informe tiene la capacidad y el potencial para responder de una forma satisfactoria a las necesidades, me atrevería a decir las exigencias, del sector. Del mismo modo como trabajamos en la Comisión de Pesca, presidida por la señora Fraga Estévez, espero que ahora prosigamos ese trabajo dentro de la comisión y, a una escala más amplia, junto con el Consejo y la Comisión Europea, para poder avanzar en el trabajo de propuestas legislativas, lo que será una tarea igualmente intensa. Creo que si continuamos trabajando en este sentido, con espíritu de equipo y asumiendo que es necesario considerar todas las cuestiones que son importantes en las diferentes partes de la extensa Unión Europea, y si intentamos responder efectivamente a todo lo que son las necesidades del sector pesquero en nuestra amplia Zona Económica Exclusiva, estaremos, efectivamente, trabajando en beneficio del sector.	360:691
modo	2007	modern_corpus_spanish-368391-744	"Se expondrá detalladamente la intervención de los tribunales en la ejecución de las penas de reclusión y la adopción de las medidas de seguridad que requieran detención, así como sus efectos respectivos, que está regulada por el Decreto-ley Nº 86/99/M, de 22 de noviembre. Por otra parte, la Procuraduría ejerce sus ""funciones, que le han sido atribuidas por la ley, de modo independiente y libre de injerencias"" (párrafo 1 del artículo 90 de la Ley fundamental). La mencionada Ley Nº 9/1999 también regula la estructura, facultades y funciones de la Procuraduría, así como su funcionamiento."	273:463
modo	2007	modern_corpus_spanish-660596-622	Neuralink comenzará con esa clase de investigaciones, pero para lograr su objetivo a gran escala, necesitará más que eso. En Estados Unidos, Europa y la mayoría de los otros países donde se hace investigación biomédica de avanzada, el uso de sujetos de experimentación humanos está estrictamente regulado, de modo que conseguir permiso para investigar la mejora de la capacidad cognitiva mediante la conexión del cerebro a una computadora puede ser sumamente difícil. La normativa estadounidense llevó a Phil Kennedy (pionero en el uso de computadoras para que pacientes paralizados puedan comunicarse sólo con el pensamiento) a implantarse electrodos en su propio cerebro para seguir investigando, y aun así, para encontrar un cirujano dispuesto a hacer la operación, tuvo que ir a Belice (América central).	122:467
mortal	1858	old_corpus_spanish-285034-369	Luego nos da vergüenza de vernos desnudos, y volvemos a encapillarnos la levita, la sotana, o lo que sea...». Corrió luego desaforadamente, gritando como un loco: «Estoy en pecado mortal... Piedad, Señor, piedad... En mí llevo el infierno, la guerra; mis planes estratégicos son los caminos de Satanás... mi régimen de movilización de tropas, idas y venidas de demonios... ¡Piedad, Señor, piedad!...».	110:214
mortal	1858	old_corpus_spanish-176265-207	Ya estamos en la Abadía de Westminster. Siempre que penetro en este templo siéntome como el que asiste a llevar una ofrenda a los dioses o a los mortales que con los dioses se codean. Ni Francia en su Panteón ni nosotros en nuestro Escorial hemos igualado a lo que los ingleses han hecho aquí.	40:183
mortal	1858	old_corpus_spanish-580262-137	—Óigame usted con atención. La sensatez de los mortales puede caber a veces en la cáscara de una avellana; no hay que extrañar, pues, que las mujeres se enamoren casi siempre la mitad del rostro de un hombre y la otra mitad de su vestido. —¡Oh!, eso es insoportable.	28:238
mortal	1858	old_corpus_spanish-108460-1637	En la formación de las aumentativos y diminutivos, los diptongos ié, ué, acentuados sobre la é, pasan a veces a las vocales simples e, o, cuando pierden el acento, como pierna, pernaza; bueno, bonazo; ciervo, cervato; cuerpo, corpecico. Esto sólo se verifica cuando el nombre de que se forma el aumentativo o diminutivo ha pasado anteriormente de la vocal simple al diptongo, como pierna (en latín perna), bueno (en latín bonus), ciervo (cervus), cuerpo (corpus); de modo que la sílaba variable que se ha vuelto diptongo bajo la influencia del acento, recobra su primitiva simplicidad desde que deja de ser acentuada; lo que, a la verdad, ocurre mucho menos frecuentemente en éstas que en otras especies de derivaciones, como en bondad (de bueno), fortaleza (de fuerte), dentición, dentadura, dentista (de diente), mortal, mortalidad, mortandad, mortecino, mortuorio (de muerte), poblar, población, popular, populoso (de pueblo), etc. 217 (l).	237:934
mortal	1858	old_corpus_spanish-279963-718	Después de contestar afirmativamente con su afabilidad no estudiada, el dignísimo Padre Gracián salió para seguir repartiendo sus cucuruchos entre las damas piadosas que sabían apreciar tan interesante objeto devoto. Bien se le conocía a Salvador la emoción que sentía al verse delante del guerrillero, y este, que no esperaba hallar en el semblante de su mortal enemigo otra cosa que desconfianza y altanería, se sorprendió al mirarle cohibido y algo acobardado, mas no sospechó la razón de esta mudanza. Mandole sentar y un buen rato estuvieron los dos mirándose, sin que ninguno se decidiera a hablar el primero.	217:505
mortal	1858	old_corpus_spanish-290600-662	Cayó en profunda meditación, cogiéndose la barbilla con las puntas de los dedos. Dio después un palmetazo sobre la mesa, y formuló en su mente graves acusaciones contra sí mismo: «Hubiera yo podido impedir los sangrientos sucesos de Barcelona, que me han perjudicado enormemente... ¿En qué estabas pensando, Juan, cuando le diste al D. Eugenio Aviraneta la carta para el general Mina? Tenemos cuartos de hora funestísimos, mortales... En un instante se compromete una posición; una idea mala y extraviada esteriliza miles de ideas grandiosas, fecundas...».	81:434
mortal	1858	old_corpus_spanish-681499-688	Ahora pienso que, en vez de esperar la mejoría… mejoría segura; pero que tardará quizás dos, tres días… debemos realizar ese acto, pues… ese acto que, según dice la experiencia, es tan provechoso para el cuerpo como para el alma… Digo, si a usted le parece… —Ya, ya… —murmuró D. Francisco, que se había quedado sin aliento, y sintió un frío mortal que hasta los huesos le penetraba. Por un instante creyó que el techo se le caía encima como una losa, y que la estancia se quedaba en profunda obscuridad… Su inmenso pánico le dejó sin palabra y hasta sin ideas.	258:382
mortal	1858	old_corpus_spanish-654902-272	¿Faltan en la tierra hombres? Descuide usted… el que mi mujer ame no será un cualquiera; será lo que es ella, un portento; pero… tan mortal es el cuerpo de un sabio como el de un imbécil… Yo le veo, le siento… por ahí ha de andar —añadió con febril exaltación—. Tendrá todo lo que yo no tengo; cualidades eminentes, nobleza de ideas, aparato de sabiduría y de hermosura; pero no, no, ¡no tendrá un corazón como el mío!	30:261
mortal	1858	old_corpus_spanish-577691-450	—A un lado las chanzas… Antes que nada ¿procuraste indagar si le será grato al duque que se hable de ellas? Esos hombres excesivamente ricos suelen ser excesivamente caprichosos, y alguno hay que se convertiría en nuestro mortal enemigo si alabásemos su persona antes que su casa de campo o su caballo. Es preciso, en fin, saber cuál es su cuerda…	108:302
